RECORDING_SESSION_LABEL,IA_ID,IA_LABEL,item,DATA_FILE,EYE_USED,IA_AREA,IA_AVERAGE_FIX_PUPIL_SIZE,IA_BOTTOM,IA_DWELL_TIME,IA_DWELL_TIME_%,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_INDEX,IA_FIRST_FIXATION_RUN_INDEX,IA_FIRST_FIXATION_TIME,IA_FIRST_FIXATION_VISITED_IA_COUNT,IA_FIRST_FIXATION_X,IA_FIRST_FIXATION_Y,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_END_TIME,IA_FIRST_RUN_FIXATION_%,IA_FIRST_RUN_FIXATION_COUNT,IA_FIRST_RUN_START_TIME,IA_FIRST_SACCADE_AMPLITUDE,IA_FIRST_SACCADE_ANGLE,IA_FIRST_SACCADE_END_TIME,IA_FIRST_SACCADE_START_TIME,IA_FIXATION_%,IA_FIXATION_COUNT,IA_FSA_COUNT_1,IA_FSA_COUNT_2,IA_FSA_COUNT_3,IA_FSA_COUNT_4,IA_FSA_DURATION_1,IA_FSA_DURATION_2,IA_FSA_DURATION_3,IA_FSA_DURATION_4,IA_GROUP,IA_LAST_FIXATION_DURATION,IA_LAST_FIXATION_TIME,IA_LAST_FIXATION_X,IA_LAST_FIXATION_Y,IA_LAST_SACCADE_AMPLITUDE,IA_LAST_SACCADE_ANGLE,IA_LAST_SACCADE_END_TIME,IA_LAST_SACCADE_START_TIME,IA_LEFT,IA_LEGAL,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_POINTS,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_REGRESSION_OUT_FULL,IA_REGRESSION_OUT_FULL_COUNT,IA_REGRESSION_PATH_DURATION,IA_RIGHT,IA_RUN_COUNT,IA_SECOND_FIXATION_DURATION,IA_SECOND_FIXATION_RUN,IA_SECOND_FIXATION_TIME,IA_SECOND_FIXATION_X,IA_SECOND_FIXATION_Y,IA_SECOND_RUN_DWELL_TIME,IA_SECOND_RUN_END_TIME,IA_SECOND_RUN_FIXATION_%,IA_SECOND_RUN_FIXATION_COUNT,IA_SECOND_RUN_START_TIME,IA_SELECTIVE_REGRESSION_PATH_DURATION,IA_SKIP,IA_SPILLOVER,IA_THIRD_FIXATION_DURATION,IA_THIRD_FIXATION_RUN,IA_THIRD_FIXATION_TIME,IA_THIRD_FIXATION_X,IA_THIRD_FIXATION_Y,IA_THIRD_RUN_DWELL_TIME,IA_THIRD_RUN_END_TIME,IA_THIRD_RUN_FIXATION_%,IA_THIRD_RUN_START_TIME,IA_TOP,IA_TYPE,IP_END_TIME,IP_LABEL,IP_START_TIME,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,TRIAL_INDEX,TRIAL_LABEL,TRIAL_START_TIME,locationList,temp,targetloc,competloc,unrel1loc,unrel2loc,RESPONSE_ACC,RESPONSE_CHOICE,DISPLAY_TIME,MOUSE_TIME,RESPONSE_RT,prac,trialtype,word,target,competitor,u1,u2,audiofile,block,targetduration,list,arraylatency,compoverlap
32shl1,1,TARGET_IA ,2,32shl1.edf,RIGHT,50625,1605.6,305,1332,0.4651,272,2,2,1908,0,232.6,267.2,1,272,2178,0.1429,1,1908,5.51,150.56,1906,1868,0.7143,5,3,0,0,0,820,0,0,0,.,188,3432,223.5,204.3,0.79,162.25,3430,3416,144,1,1639,1566,.,0,0,0,0,0,0,1332,369,2,240,2,2500,197.8,193.6,1060,3618,0.5714,4,2500,1332,0,.,212,2,2764,300.8,289.4,.,.,.,.,80,RECTANGLE,1469259,Recording Period,1467186,2864,7,1,Trial: 1,1465658,"[(256, 192), (768, 192), (256, 576), (768, 576)]",None,"(256, 192)","(768, 192)","(256, 576)","(768, 576)",1,TARGET,595153.4248,597207.811,1172.386249,0,Practice,cake,cake.jpg,soup.jpg,fan.jpg,heat.jpg,cakeC.wav,0,427,L1,469,x
32shl1,2,COMPET_IA ,2,32shl1.edf,RIGHT,50625,.,305,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,656,0,.,.,.,.,.,.,.,.,.,.,881,0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,80,RECTANGLE,1469259,Recording Period,1467186,2864,7,1,Trial: 1,1465658,"[(256, 192), (768, 192), (256, 576), (768, 576)]",None,"(256, 192)","(768, 192)","(256, 576)","(768, 576)",1,TARGET,595153.4248,597207.811,1172.386249,0,Practice,cake,cake.jpg,soup.jpg,fan.jpg,heat.jpg,cakeC.wav,0,427,L1,469,x
32shl1,3,UNREL1_IA ,2,32shl1.edf,RIGHT,50625,.,689,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,144,0,.,.,.,.,.,.,.,.,.,.,369,0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,464,RECTANGLE,1469259,Recording Period,1467186,2864,7,1,Trial: 1,1465658,"[(256, 192), (768, 192), (256, 576), (768, 576)]",None,"(256, 192)","(768, 192)","(256, 576)","(768, 576)",1,TARGET,595153.4248,597207.811,1172.386249,0,Practice,cake,cake.jpg,soup.jpg,fan.jpg,heat.jpg,cakeC.wav,0,427,L1,469,x
32shl1,4,UNREL2_IA ,2,32shl1.edf,RIGHT,50625,.,689,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,656,0,.,.,.,.,.,.,.,.,.,.,881,0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,464,RECTANGLE,1469259,Recording Period,1467186,2864,7,1,Trial: 1,1465658,"[(256, 192), (768, 192), (256, 576), (768, 576)]",None,"(256, 192)","(768, 192)","(256, 576)","(768, 576)",1,TARGET,595153.4248,597207.811,1172.386249,0,Practice,cake,cake.jpg,soup.jpg,fan.jpg,heat.jpg,cakeC.wav,0,427,L1,469,x
32shl1,1,TARGET_IA ,3,32shl1.edf,RIGHT,50625,1509,305,1200,0.5137,216,5,4,2272,1,777.1,251.2,0,1200,3486,0.3333,2,2272,9.85,18.24,2270,2228,0.3333,2,1,0,0,0,984,0,0,0,.,984,2504,745.3,197.8,0.91,133.5,2502,2488,656,0,1587,1431,.,0,0,0,0,0,0,1200,881,1,984,1,2504,745.3,197.8,.,.,.,.,.,1200,1,.,.,.,.,.,.,.,.,.,.,80,RECTANGLE,1477067,Recording Period,1475094,2336,6,2,Trial: 2,1473596,"[(768, 192), (256, 192), (768, 576), (256, 576)]",None,"(768, 192)","(256, 192)","(768, 576)","(256, 576)",1,TARGET,603060.4298,605008.406,1065.976249,0,Practice,wine,wine.jpg,sad.jpg,tree.jpg,chick.jpg,wineC.wav,0,513,L1,434,x
32shl1,2,COMPET_IA ,3,32shl1.edf,RIGHT,50625,1449,305,372,0.1592,100,2,2,1724,0,254.6,270.1,1,372,2114,0.3333,2,1724,5.42,148.55,1722,1684,0.3333,2,0,1,0,0,0,272,0,0,.,272,1844,224.3,205,1.55,117.36,1842,1824,144,0,1491,1407,.,0,0,0,0,0,0,1572,369,1,272,1,1844,224.3,205,.,.,.,.,.,372,0,.,.,.,.,.,.,.,.,.,.,80,RECTANGLE,1477067,Recording Period,1475094,2336,6,2,Trial: 2,1473596,"[(768, 192), (256, 192), (768, 576), (256, 576)]",None,"(768, 192)","(256, 192)","(768, 576)","(256, 576)",1,TARGET,603060.4298,605008.406,1065.976249,0,Practice,wine,wine.jpg,sad.jpg,tree.jpg,chick.jpg,wineC.wav,0,513,L1,434,x
32shl1,3,UNREL1_IA ,3,32shl1.edf,RIGHT,50625,.,689,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,656,0,.,.,.,.,.,.,.,.,.,.,881,0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,464,RECTANGLE,1477067,Recording Period,1475094,2336,6,2,Trial: 2,1473596,"[(768, 192), (256, 192), (768, 576), (256, 576)]",None,"(768, 192)","(256, 192)","(768, 576)","(256, 576)",1,TARGET,603060.4298,605008.406,1065.976249,0,Practice,wine,wine.jpg,sad.jpg,tree.jpg,chick.jpg,wineC.wav,0,513,L1,434,x
32shl1,4,UNREL2_IA ,3,32shl1.edf,RIGHT,50625,.,689,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,144,0,.,.,.,.,.,.,.,.,.,.,369,0,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,464,RECTANGLE,1477067,Recording Period,1475094,2336,6,2,Trial: 2,1473596,"[(768, 192), (256, 192), (768, 576), (256, 576)]",None,"(768, 192)","(256, 192)","(768, 576)","(256, 576)",1,TARGET,603060.4298,605008.406,1065.976249,0,Practice,wine,wine.jpg,sad.jpg,tree.jpg,chick.jpg,wineC.wav,0,513,L1,434,x
32shl1,1,TARGET_IA ,4,32shl1.edf,RIGHT,50625,1542,689,1016,0.3437,132,5,4,2420,2,757.7,666.3,0,1016,3486,0.4286,3,2420,9.78,-99.24,2418,2380,0.4286,3,2,0,0,0,884,0,0,0,.,276,3212,749.2,561.2,1.02,-2.43,3210,3196,656,0,1591,1476,.,1,1,0,0,0,0,1016,881,1,608,1,2588,669.9,554.4,.,.,.,.,.,1016,1,.,276,1,3212,749.2,561.2,.,.,.,.,464,RECTANGLE,1487615,Recording Period,1485609,2956,7,3,Trial: 3,1484144,"[(768, 576), (768, 192), (256, 192), (256, 576)]",None,"(768, 576)","(768, 192)","(256, 192)","(256, 576)",1,TARGET,613575.2188,615559.25,1102.031249,0,Practice,sun,sun.jpg,beer.jpg,wire.jpg,shave.jpg,sunC.wav,0,553,L1,408,x
32shl1,2,COMPET_IA ,4,32shl1.edf,RIGHT,50625,1428,305,188,0.0636,188,4,3,2192,1,833.1,233.9,0,188,2378,0.1429,1,2192,11.89,-9.66,2190,2136,0.1429,1,1,0,0,0,132,0,0,0,.,188,2192,833.1,233.9,11.89,-9.66,2190,2136,656,0,1428,1428,.,1,1,0,0,1,1,1204,881,1,.,.,.,.,.,.,.,.,.,.,188,1,.,.,.,.,.,.,.,.,.,.,80,RECTANGLE,1487615,Recording Period,1485609,2956,7,3,Trial: 3,1484144,"[(768, 576), (768, 192), (256, 192), (256, 576)]",None,"(768, 576)","(768, 192)","(256, 192)","(256, 576)",1,TARGET,613575.2188,615559.25,1102.031249,0,Practice,sun,sun.jpg,beer.jpg,wire.jpg,shave.jpg,sunC.wav,0,553,L1,408,x
